title	authors	doi	journal	volume	issue	pages	X.	descriptors	oldfilename	newfilename	file.location	authors.fullnames	link.to.abstract	lookup.code
362	Reorienting when cues conflict: Evidence for an adaptive-combination view.	KR Ratliff, NS Newcombe	10.1111/j.1467-9280.2008.02239.x	PS	19	12	1301-7		Adaptation, Psychological [physiology], Adolescent, Adult, Association Learning [physiology], Chicago, Conflict (Psychology), Cues, Female, Humans, Male, Orientation [physiology], Space Perception [physiology], Spatial Behavior [physiology], Students [psychology], Young Adult	2008.PsycScience/12 December/1301.full.pdf	PS/PS-19-12-1301.pdf	Reproducibility Papers/PS/PS-19-12-1301.pdf	Kristin R Ratliff, Nora S Newcombe	NA	PS-19-12-1301
363	Construal level and procrastination.	SM McCrea, N Liberman, Y Trope, SJ Sherman	10.1111/j.1467-9280.2008.02240.x	PS	19	12	1308-14		Cues, Germany, Goals, Humans, Odds Ratio, Questionnaires, Reward, Students [psychology], Task Performance and Analysis, Time, Time Perception [physiology]	2008.PsycScience/12 December/1308.full.pdf	PS/PS-19-12-1308.pdf	Reproducibility Papers/PS/PS-19-12-1308.pdf	Sean M McCrea, Nira Liberman, Yaacov Trope, Steven J Sherman	NA	PS-19-12-1308
364	Power, distress, and compassion: Turning a blind eye to the suffering of others.	GA van Kleef, C Oveis, I van der Löwe, A LuoKogan, J Goetz, D Keltner	10.1111/j.1467-9280.2008.02241.x	PS	19	12	1315-22		Adult, Arrhythmia, Sinus [psychology], Communication, Electrocardiography [psychology], Emotions [physiology], Empathy, Female, Humans, Interpersonal Relations, Male, Power (Psychology), Self Disclosure, Social Behavior, Stress, Psychological [psychology], Students [psychology], United States, Young Adult	2008.PsycScience/12 December/1315.full.pdf	PS/PS-19-12-1315.pdf	Reproducibility Papers/PS/PS-19-12-1315.pdf	Gerben A van Kleef, Christopher Oveis, Ilmo van der Löwe, Aleksandr LuoKogan, Jennifer Goetz, Dacher Keltner	NA	PS-19-12-1315
365	Errors are aversive: Defensive motivation and the error-related negativity.	G Hajcak, D Foti	10.1111/j.1467-9280.2008.02053.x	PS	19	2	103-8		Affect, Defense Mechanisms, Female, Humans, Male, Motivation, Time Factors, Verbal Behavior, Vocabulary	2008.PsycScience/2 Feb/103.full.pdf	PS/PS-19-2-103.pdf	Reproducibility Papers/PS/PS-19-2-103.pdf	Greg Hajcak, Dan Foti	NA	PS-19-2-103
366	The face of success: Inferences from chief executive officers' appearance predict company profits.	NO Rule, N Ambady	10.1111/j.1467-9280.2008.02054.x	PS	19	2	109-11		Achievement, Commerce, Humans, Institutional Management Teams, Judgment, Leadership, Personality, Prospective Studies, Social Desirability	2008.PsycScience/2 Feb/109.full.pdf	PS/PS-19-2-109.pdf	Reproducibility Papers/PS/PS-19-2-109.pdf	Nicholas O Rule, Nalini Ambady	NA	PS-19-2-109
367	R2|The face of success: Inferences from chief executive officers' appearance predict company profits.	NO Rule, N Ambady	10.1111/j.1467-9280.2008.02054.x	PS	19	2	109-11		Achievement, Commerce, Humans, Institutional Management Teams, Judgment, Leadership, Personality, Prospective Studies, Social Desirability	2008.PsycScience/2 Feb/109.full.pdf	PS/PS-19-2-109.pdf	Reproducibility Papers/PS/PS-19-2-109.pdf	Nicholas O Rule, Nalini Ambady	NA	PS-19-2-109
368	Genes and popularity: Evidence of an evocative gene-environment correlation.	SA Burt	10.1111/j.1467-9280.2008.02055.x	PS	19	2	112-3		Adult, Environment, Female, Genotype, Humans, Male, Population Surveillance [methods], Promoter Regions, Genetic	2008.PsycScience/2 Feb/112.full.pdf	PS/PS-19-2-112.pdf	Reproducibility Papers/PS/PS-19-2-112.pdf	S Alexandra Burt	NA	PS-19-2-112
369	Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.	N Epley, S Akalis, A Waytz, JT Cacioppo	10.1111/j.1467-9280.2008.02056.x	PS	19	2	114-20		Adult, Female, Humans, Interpersonal Relations, Loneliness, Male, Motivation, Object Attachment, Questionnaires, Religion and Psychology, Social Behavior	2008.PsycScience/2 Feb/114.full.pdf	PS/PS-19-2-114.pdf	Reproducibility Papers/PS/PS-19-2-114.pdf	Nicholas Epley, Scott Akalis, Adam Waytz, John T Cacioppo	NA	PS-19-2-114
370	R2|Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.	N Epley, S Akalis, A Waytz, JT Cacioppo	10.1111/j.1467-9280.2008.02056.x	PS	19	2	114-20		Adult, Female, Humans, Interpersonal Relations, Loneliness, Male, Motivation, Object Attachment, Questionnaires, Religion and Psychology, Social Behavior	2008.PsycScience/2 Feb/114.full.pdf	PS/PS-19-2-114.pdf	Reproducibility Papers/PS/PS-19-2-114.pdf	Nicholas Epley, Scott Akalis, Adam Waytz, John T Cacioppo	NA	PS-19-2-114
371	Precision of the anchor influences the amount of adjustment.	C Janiszewski, D Uy	10.1111/j.1467-9280.2008.02057.x	PS	19	2	121-7		Humans, Judgment, Mathematics	2008.PsycScience/2 Feb/121.full.pdf	PS/PS-19-2-121.pdf	Reproducibility Papers/PS/PS-19-2-121.pdf	Chris Janiszewski, Dan Uy	NA	PS-19-2-121
372	The effect of visual search efficiency on response preparation: Neurophysiological evidence for discrete flow.	GF Woodman, MS Kang, K Thompson, JD Schall	10.1111/j.1467-9280.2008.02058.x	PS	19	2	128-36		Animals, Macaca mulatta, Macaca radiata, Neurophysiology, Reaction Time, Saccades [physiology], Visual Fields [physiology], Visual Perception	2008.PsycScience/2 Feb/128.full.pdf	PS/PS-19-2-128.pdf	Reproducibility Papers/PS/PS-19-2-128.pdf	Geoffrey F Woodman, Min-Suk Kang, Kirk Thompson, Jeffrey D Schall	NA	PS-19-2-128
373	Finding words and rules in a speech stream: Functional differences between vowels and consonants.	JM Toro, M Nespor, J Mehler, LL Bonatti	10.1111/j.1467-9280.2008.02059.x	PS	19	2	137-44		Adult, Attention, Female, Humans, Male, Phonetics, Speech Perception, Verbal Behavior, Vocabulary	2008.PsycScience/2 Feb/137.full.pdf	PS/PS-19-2-137.pdf	Reproducibility Papers/PS/PS-19-2-137.pdf	Juan M Toro, Marina Nespor, Jacques Mehler, Luca L Bonatti	NA	PS-19-2-137
374	The best men are (not always) already taken: Female preference for single versus attached males depends on conception risk.	P Bressan, D Stranieri	10.1111/j.1467-9280.2008.02060.x	PS	19	2	145-51		Adult, Choice Behavior, Female, Humans, Male, Marriage [psychology], Reproductive Behavior [psychology], Sexual Behavior [psychology], Social Behavior, Social Desirability	2008.PsycScience/2 Feb/145.full.pdf	PS/PS-19-2-145.pdf	Reproducibility Papers/PS/PS-19-2-145.pdf	Paola Bressan, Debora Stranieri	NA	PS-19-2-145
375	R2|The best men are (not always) already taken: Female preference for single versus attached males depends on conception risk.	P Bressan, D Stranieri	10.1111/j.1467-9280.2008.02060.x	PS	19	2	145-51		Adult, Choice Behavior, Female, Humans, Male, Marriage [psychology], Reproductive Behavior [psychology], Sexual Behavior [psychology], Social Behavior, Social Desirability	2008.PsycScience/2 Feb/145.full.pdf	PS/PS-19-2-145.pdf	Reproducibility Papers/PS/PS-19-2-145.pdf	Paola Bressan, Debora Stranieri	NA	PS-19-2-145
376	Affective flexibility: Evaluative processing goals shape amygdala activity.	WA Cunningham, JJ Van Bavel, IR Johnsen	10.1111/j.1467-9280.2008.02061.x	PS	19	2	152-60		Adult, Affect [physiology], Amygdala [physiology], Female, Humans, Magnetic Resonance Imaging, Male	2008.PsycScience/2 Feb/152.full.pdf	PS/PS-19-2-152.pdf	Reproducibility Papers/PS/PS-19-2-152.pdf	William A Cunningham, Jay J Van Bavel, Ingrid R Johnsen	NA	PS-19-2-152
377	Effects of fluency on psychological distance and mental construal (or why new york is a large city, but new york is a civilized jungle).	AL Alter, DM Oppenheimer	10.1111/j.1467-9280.2008.02062.x	PS	19	2	161-7		Adult, Distance Perception, Environment, Female, Humans, Male, Perception, Questionnaires, Visual Perception	2008.PsycScience/2 Feb/161.full.pdf	PS/PS-19-2-161.pdf	Reproducibility Papers/PS/PS-19-2-161.pdf	Adam L Alter, Daniel M Oppenheimer	NA	PS-19-2-161
378	The negative consequences of threat: A functional magnetic resonance imaging investigation of the neural mechanisms underlying women's underperformance in math.	AC Krendl, JA Richeson, WM Kelley, TF Heatherton	10.1111/j.1467-9280.2008.02063.x	PS	19	2	168-75		Adult, Affect, Fear, Female, Gyrus Cinguli [anatomy & histology], Humans, Magnetic Resonance Imaging, Mathematics, Prefrontal Cortex [anatomy & histology], Reaction Time	2008.PsycScience/2 Feb/168.full.pdf	PS/PS-19-2-168.pdf	Reproducibility Papers/PS/PS-19-2-168.pdf	Anne C Krendl, Jennifer A Richeson, William M Kelley, Todd F Heatherton	NA	PS-19-2-168
379	Adaptive memory: The comparative value of survival processing.	JS Nairne, JN Pandeirada, SR Thompson	10.1111/j.1467-9280.2008.02064.x	PS	19	2	176-80		Adaptation, Physiological, Adaptation, Psychological, Humans, Memory [physiology], Survival, Vocabulary	2008.PsycScience/2 Feb/176.full.pdf	PS/PS-19-2-176.pdf	Reproducibility Papers/PS/PS-19-2-176.pdf	James S Nairne, Josefa N S Pandeirada, Sarah R Thompson	NA	PS-19-2-176
380	Do today's young people really think they are so extraordinary? an examination of secular trends in narcissism and self-enhancement.	KH Trzesniewski, MB Donnellan, RW Robins	10.1111/j.1467-9280.2008.02065.x	PS	19	2	181-8		Adolescent, Adult, Female, Humans, Male, Narcissism, Personality Inventory, Schools, Self Concept, Students [psychology]	2008.PsycScience/2 Feb/181.full.pdf	PS/PS-19-2-181.pdf	Reproducibility Papers/PS/PS-19-2-181.pdf	Kali H Trzesniewski, M Brent Donnellan, Richard W Robins	NA	PS-19-2-181
381	More than meets the eye: The role of language in binding and maintaining feature conjunctions.	B Dessalegn, B Landau	10.1111/j.1467-9280.2008.02066.x	PS	19	2	189-95		Child, Preschool, Cognition, Cues, Female, Humans, Language, Male	2008.PsycScience/2 Feb/189.full.pdf	PS/PS-19-2-189.pdf	Reproducibility Papers/PS/PS-19-2-189.pdf	Banchiamlack Dessalegn, Barbara Landau	NA	PS-19-2-189
382	Conjoint measurement of gloss and surface texture.	YX Ho, MS Landy, LT Maloney	10.1111/j.1467-9280.2008.02067.x	PS	19	2	196-204		Cognition, Cues, Humans, Judgment, Light, Models, Psychological, Visual Perception	2008.PsycScience/2 Feb/196.full.pdf	PS/PS-19-2-196.pdf	Reproducibility Papers/PS/PS-19-2-196.pdf	Yun-Xian Ho, Michael S Landy, Laurence T Maloney	NA	PS-19-2-196
383	Head up, foot down: Object words orient attention to the objects' typical location.	Z Estes, M Verges, LW Barsalou	10.1111/j.1467-9280.2008.02051.x	PS	19	2	93-7		Attention, Cues, Head, Humans, Space Perception, Vocabulary	2008.PsycScience/2 Feb/93.full.pdf	PS/PS-19-2-93.pdf	Reproducibility Papers/PS/PS-19-2-93.pdf	Zachary Estes, Michelle Verges, Lawrence W Barsalou	NA	PS-19-2-93
384	The threat of appearing prejudiced and race-based attentional biases.	JA Richeson, S Trawalter	10.1111/j.1467-9280.2008.02052.x	PS	19	2	98-102		Adult, Anxiety [psychology], Arousal [physiology], Attention, Attitude, Bias (Epidemiology), Facial Expression, Female, Humans, Male, Prejudice	2008.PsycScience/2 Feb/98.full.pdf	PS/PS-19-2-98.pdf	Reproducibility Papers/PS/PS-19-2-98.pdf	Jennifer A Richeson, Sophie Trawalter	NA	PS-19-2-98
385	Happiness is a personal(ity) thing: The genetics of personality and well-being in a representative sample.	A Weiss, TC Bates, M Luciano	10.1111/j.1467-9280.2008.02068.x	PS	19	3	205-10		Adult, Female, Happiness, Health Surveys, Humans, Individuality, Male, Middle Aged, Models, Genetic, Personality [genetics], Personality Inventory [statistics & numerical data], Phenotype, Psychometrics, Quality of Life [psychology], Statistics as Topic, Twins [genetics]	2008.PsycScience/3 March/205.full.pdf	PS/PS-19-3-205.pdf	Reproducibility Papers/PS/PS-19-3-205.pdf	Alexander Weiss, Timothy C Bates, Michelle Luciano	NA	PS-19-3-205
386	Preschoolers' perspective taking in word learning: Do they blindly follow eye gaze?	E Nurmsoo, P Bloom	10.1111/j.1467-9280.2008.02069.x	PS	19	3	211-5		Attention, Child, Preschool, Comprehension, Female, Humans, Language Development, Male, Personal Construct Theory, Semantics, Verbal Learning, Visual Perception	2008.PsycScience/3 March/211.full.pdf	PS/PS-19-3-211.pdf	Reproducibility Papers/PS/PS-19-3-211.pdf	Erika Nurmsoo, Paul Bloom	NA	PS-19-3-211
387	A word-order constraint on phonological activation.	N Janssen, FX Alario, A Caramazza	10.1111/j.1467-9280.2008.02070.x	PS	19	3	216-20		Color Perception, Humans, Language, Pattern Recognition, Visual, Phonetics, Psycholinguistics, Semantics, Verbal Behavior	2008.PsycScience/3 March/216.full.pdf	PS/PS-19-3-216.pdf	Reproducibility Papers/PS/PS-19-3-216.pdf	Niels Janssen, F-Xavier Alario, Alfonso Caramazza	NA	PS-19-3-216
388	A double dissociation between action and perception in the context of visual illusions: Opposite effects of real and illusory size.	T Ganel, M Tanzer, MA Goodale	10.1111/j.1467-9280.2008.02071.x	PS	19	3	221-5		Depth Perception, Discrimination Learning, Field Dependence-Independence, Hand Strength, Humans, Optical Illusions, Orientation, Psychomotor Performance, Psychophysics, Reality Testing, Size Perception	2008.PsycScience/3 March/221.full.pdf	PS/PS-19-3-221.pdf	Reproducibility Papers/PS/PS-19-3-221.pdf	Tzvi Ganel, Michal Tanzer, Melvyn A Goodale	NA	PS-19-3-221
389	Where do we look during potentially offensive behavior?	JR Crosby, B Monin, D Richardson	10.1111/j.1467-9280.2008.02072.x	PS	19	3	226-8		African Continental Ancestry Group [psychology], Association, Attention, European Continental Ancestry Group [psychology], Eye Movements, Fixation, Ocular, Humans, Interpersonal Relations, Orientation, Prejudice, Social Identification	2008.PsycScience/3 March/226.full.pdf	PS/PS-19-3-226.pdf	Reproducibility Papers/PS/PS-19-3-226.pdf	Jennifer Randall Crosby, Benoît Monin, Daniel Richardson	NA	PS-19-3-226
390	Enhancing the pace of recovery: Self-distanced analysis of negative experiences reduces blood pressure reactivity.	O Ayduk, E Kross	10.1111/j.1467-9280.2008.02073.x	PS	19	3	229-31		Adaptation, Psychological, Adolescent, Adult, Blood Pressure, Conflict (Psychology), Defense Mechanisms, Emotions, Female, Humans, Imagination, Life Change Events, Male, Mental Recall, Problem Solving, Self Care [psychology]	2008.PsycScience/3 March/229.full.pdf	PS/PS-19-3-229.pdf	Reproducibility Papers/PS/PS-19-3-229.pdf	Ozlem Ayduk, Ethan Kross	NA	PS-19-3-229
391	Talking about walking: Biomechanics and the language of locomotion.	BC Malt, S Gennari, M Imai, E Ameel, N Tsuda, A Majid	10.1111/j.1467-9280.2008.02074.x	PS	19	3	232-40		Adult, Cross-Cultural Comparison, Exercise Test, Female, Humans, Judgment, Language, Male, Psycholinguistics, Running [psychology], Semantics, Walking [psychology]	2008.PsycScience/3 March/232.full.pdf	PS/PS-19-3-232.pdf	Reproducibility Papers/PS/PS-19-3-232.pdf	Barbara C Malt, Silvia Gennari, Mutsumi Imai, Eef Ameel, Naoaki Tsuda, Asifa Majid	NA	PS-19-3-232
392	Stored word sequences in language learning: The effect of familiarity on children's repetition of four-word combinations.	C Bannard, D Matthews	10.1111/j.1467-9280.2008.02075.x	PS	19	3	241-8		Attention, Child, Preschool, Female, Generalization (Psychology), Humans, Language Development, Male, Mental Recall, Reaction Time, Retention (Psychology), Semantics, Serial Learning, Speech Perception	2008.PsycScience/3 March/241.full.pdf	PS/PS-19-3-241.pdf	Reproducibility Papers/PS/PS-19-3-241.pdf	Colin Bannard, Danielle Matthews	NA	PS-19-3-241
393	Implicit attitude generalization occurs immediately; explicit attitude generalization takes time.	KA Ranganath, BA Nosek	10.1111/j.1467-9280.2008.02076.x	PS	19	3	249-54		Adult, Association, Attitude, Decision Making, Feedback, Psychological, Female, Generalization, Response, Humans, Individuality, Interpersonal Relations, Judgment, Male, Mental Recall, Middle Aged, Personality Inventory, Social Behavior, Social Identification	2008.PsycScience/3 March/249.full.pdf	PS/PS-19-3-249.pdf	Reproducibility Papers/PS/PS-19-3-249.pdf	Kate A Ranganath, Brian A Nosek	NA	PS-19-3-249
394	Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis.	EJ Masicampo, RF Baumeister	10.1111/j.1467-9280.2008.02077.x	PS	19	3	255-60		Adult, Association, Attention [physiology], Beverages, Blood Glucose [metabolism], Brain [physiology], Female, Humans, Inhibition (Psychology), Interpersonal Relations, Intuition [physiology], Judgment [physiology], Logic, Male, Motivation, Physical Exertion [physiology], Problem Solving [physiology], Set (Psychology)	2008.PsycScience/3 March/255.full.pdf	PS/PS-19-3-255.pdf	Reproducibility Papers/PS/PS-19-3-255.pdf	E J Masicampo, Roy F Baumeister	NA	PS-19-3-255
395	Nonconscious goal pursuit in novel environments: The case of implicit learning.	B Eitam, RR Hassin, Y Schul	10.1111/j.1467-9280.2008.02078.x	PS	19	3	261-7		Achievement, Awareness, Cues, Goals, Humans, Mental Recall, Motivation, Orientation, Pattern Recognition, Visual, Problem Solving, Reaction Time, Serial Learning, Social Environment, Unconscious (Psychology), Verbal Learning	2008.PsycScience/3 March/261.full.pdf	PS/PS-19-3-261.pdf	Reproducibility Papers/PS/PS-19-3-261.pdf	Baruch Eitam, Ran R Hassin, Yaacov Schul	NA	PS-19-3-261
396	Can an angry woman get ahead? status conferral, gender, and expression of emotion in the workplace.	VL Brescoll, EL Uhlmann	10.1111/j.1467-9280.2008.02079.x	PS	19	3	268-75		Adult, Anger, Career Mobility, Communication, Culture, Female, Hierarchy, Social, Humans, Internal-External Control, Male, Prejudice, Professional Competence, Salaries and Fringe Benefits, Stereotyping, Women, Working [psychology]	2008.PsycScience/3 March/268.full.pdf	PS/PS-19-3-268.pdf	Reproducibility Papers/PS/PS-19-3-268.pdf	Victoria L Brescoll, Eric Luis Uhlmann	NA	PS-19-3-268
397	A motion aftereffect from still photographs depicting motion.	J Winawer, AC Huk, L Boroditsky	10.1111/j.1467-9280.2008.02080.x	PS	19	3	276-83		Attention, Cues, Figural Aftereffect, Humans, Imagination, Motion Perception, Orientation, Pattern Recognition, Visual, Photography, Psychophysics, Transfer (Psychology)	2008.PsycScience/3 March/276.full.pdf	PS/PS-19-3-276.pdf	Reproducibility Papers/PS/PS-19-3-276.pdf	Jonathan Winawer, Alexander C Huk, Lera Boroditsky	NA	PS-19-3-276
398	Detecting the snake in the grass: Attention to fear-relevant stimuli by adults and young children.	V Lobue, JS DeLoache	10.1111/j.1467-9280.2008.02081.x	PS	19	3	284-9		Adult, Age Factors, Animals, Attention, Child, Preschool, Fear, Field Dependence-Independence, Humans, Pattern Recognition, Visual, Reaction Time, Snakes	2008.PsycScience/3 March/284.full.pdf	PS/PS-19-3-284.pdf	Reproducibility Papers/PS/PS-19-3-284.pdf	Vanessa Lobue, Judy S DeLoache	NA	PS-19-3-284
399	Emotional valence and arousal interact in attentional control.	LN Jefferies, D Smilek, E Eich, JT Enns	10.1111/j.1467-9280.2008.02082.x	PS	19	3	290-5		Affect, Arousal, Attentional Blink, Auditory Perception, Discrimination Learning, Humans, Memory, Short-Term, Music, Pattern Recognition, Visual, Reaction Time	2008.PsycScience/3 March/290.full.pdf	PS/PS-19-3-290.pdf	Reproducibility Papers/PS/PS-19-3-290.pdf	Lisa N Jefferies, Daniel Smilek, Eric Eich, James T Enns	NA	PS-19-3-290
400	Night and day, you are the one: On circadian mismatches and the transference effect in social perception.	AW Kruglanski, A Pierro	10.1111/j.1467-9280.2008.02083.x	PS	19	3	296-301		Adolescent, Adult, Arousal, Character, Circadian Rhythm, Female, Humans, Individuality, Interpersonal Relations, Judgment, Male, Mental Recall, Social Perception, Transference (Psychology), Wakefulness	2008.PsycScience/3 March/296.full.pdf	PS/PS-19-3-296.pdf	Reproducibility Papers/PS/PS-19-3-296.pdf	Arie W Kruglanski, Antonio Pierro	NA	PS-19-3-296
401	Keeping one's distance: The influence of spatial distance cues on affect and evaluation.	LE Williams, JA Bargh	10.1111/j.1467-9280.2008.02084.x	PS	19	3	302-8		Adult, Affect, Cues, Culture, Dangerous Behavior, Energy Intake, Female, Food Habits [psychology], Humans, Judgment, Male, Object Attachment, Personal Space, Reading, Self-Assessment, Social Facilitation, Social Perception, Violence [psychology]	2008.PsycScience/3 March/302.full.pdf	PS/PS-19-3-302.pdf	Reproducibility Papers/PS/PS-19-3-302.pdf	Lawrence E Williams, John A Bargh	NA	PS-19-3-302
402	What do cross-national comparisons of personality traits tell us? the case of conscientiousness.	SJ Heine, EE Buchtel, A Norenzayan	10.1111/j.1467-9280.2008.02085.x	PS	19	4	309-13		Attitude, Cross-Cultural Comparison, Culture, Humans, Morals, Personality, Personality Inventory	2008.PsycScience/4 April/309.full.pdf	PS/PS-19-4-309.pdf	Reproducibility Papers/PS/PS-19-4-309.pdf	Steven J Heine, Emma E Buchtel, Ara Norenzayan	NA	PS-19-4-309
403	Naming practices and the acquisition of key biological concepts: Evidence from english and indonesian.	FK Anggoro, SR Waxman, DL Medin	10.1111/j.1467-9280.2008.02086.x	PS	19	4	314-9		Biology, Child, Child, Preschool, Cross-Cultural Comparison, Culture, Female, Humans, Indonesia, Male, Names, Semantics, United States	2008.PsycScience/4 April/314.full.pdf	PS/PS-19-4-314.pdf	Reproducibility Papers/PS/PS-19-4-314.pdf	Florencia K Anggoro, Sandra R Waxman, Douglas L Medin	NA	PS-19-4-314
404	Individual differences in insular sensitivity during loss anticipation predict avoidance learning.	GR Samanez-Larkin, NG Hollon, LL Carstensen, B Knutson	10.1111/j.1467-9280.2008.02087.x	PS	19	4	320-3		Adult, Affect, Age Factors, Aged, Aged, 80 and over, Avoidance Learning, Cerebral Cortex [physiology], Female, Humans, Male	2008.PsycScience/4 April/320.full.pdf	PS/PS-19-4-320.pdf	Reproducibility Papers/PS/PS-19-4-320.pdf	Gregory R Samanez-Larkin, Nick G Hollon, Laura L Carstensen, Brian Knutson	NA	PS-19-4-320
405	Hedonic and instrumental motives in anger regulation.	M Tamir, C Mitchell, JJ Gross	10.1111/j.1467-9280.2008.02088.x	PS	19	4	324-8		Adult, Affect, Anger, Humans, Leisure Activities, Male, Motivation, Music, Social Control, Informal	2008.PsycScience/4 April/324.full.pdf	PS/PS-19-4-324.pdf	Reproducibility Papers/PS/PS-19-4-324.pdf	Maya Tamir, Christopher Mitchell, James J Gross	NA	PS-19-4-324
406	Prescribed optimism: Is it right to be wrong about the future?	DA Armor, C Massey, AM Sackett	10.1111/j.1467-9280.2008.02089.x	PS	19	4	329-31		Affect, Attitude, Coercion, Forecasting, Humans, Time Perception	2008.PsycScience/4 April/329.full.pdf	PS/PS-19-4-329.pdf	Reproducibility Papers/PS/PS-19-4-329.pdf	David A Armor, Cade Massey, Aaron M Sackett	NA	PS-19-4-329
407	First impressions and last resorts: How listeners adjust to speaker variability.	T Kraljic, AG Samuel, SE Brennan	10.1111/j.1467-9280.2008.02090.x	PS	19	4	332-8		Adaptation, Psychological, Adolescent, Adult, Attention, Attitude, Humans, Phonetics, Reaction Time, Social Perception, Speech Perception	2008.PsycScience/4 April/332.full.pdf	PS/PS-19-4-332.pdf	Reproducibility Papers/PS/PS-19-4-332.pdf	Tanya Kraljic, Arthur G Samuel, Susan E Brennan	NA	PS-19-4-332
408	The sunny side of fairness: Preference for fairness activates reward circuitry (and disregarding unfairness activates self-control circuitry).	G Tabibnia, AB Satpute, MD Lieberman	10.1111/j.1467-9280.2008.02091.x	PS	19	4	339-47		Adolescent, Adult, Affect, Cerebral Cortex [physiology], Conflict (Psychology), Female, Happiness, Humans, Male, Prefrontal Cortex [physiology], Reward, Social Control, Informal, Social Justice	2008.PsycScience/4 April/339.full.pdf	PS/PS-19-4-339.pdf	Reproducibility Papers/PS/PS-19-4-339.pdf	Golnaz Tabibnia, Ajay B Satpute, Matthew D Lieberman	NA	PS-19-4-339
409	Perceptual mechanisms that characterize gender differences in decoding women's sexual intent.	C Farris, TA Treat, RJ Viken, RM McFall	10.1111/j.1467-9280.2008.02092.x	PS	19	4	348-54		Adult, Decision Making, Female, Humans, Intention, Male, Models, Psychological, Pilot Projects, Sex Factors, Sexual Behavior, Social Perception	2008.PsycScience/4 April/348.full.pdf	PS/PS-19-4-348.pdf	Reproducibility Papers/PS/PS-19-4-348.pdf	Coreen Farris, Teresa A Treat, Richard J Viken, Richard M McFall	NA	PS-19-4-348
410	Personality dominance and preferential use of the vertical dimension of space: Evidence from spatial attention paradigms.	SK Moeller, MD Robinson, DL Zabelina	10.1111/j.1467-9280.2008.02093.x	PS	19	4	355-61		Adult, Attention, Choice Behavior, Female, Humans, Male, Metaphor, Personality, Social Dominance, Space Perception, Spatial Behavior	2008.PsycScience/4 April/355.full.pdf	PS/PS-19-4-355.pdf	Reproducibility Papers/PS/PS-19-4-355.pdf	Sara K Moeller, Michael D Robinson, Darya L Zabelina	NA	PS-19-4-355
411	Beyond fear: Rapid spatial orienting toward positive emotional stimuli.	T Brosch, D Sander, G Pourtois, KR Scherer	10.1111/j.1467-9280.2008.02094.x	PS	19	4	362-70		Adult, Affect, Electroencephalography, Evoked Potentials, Expressed Emotion, Fear, Female, Humans, Male, Space Perception, Spatial Behavior	2008.PsycScience/4 April/362.full.pdf	PS/PS-19-4-362.pdf	Reproducibility Papers/PS/PS-19-4-362.pdf	Tobias Brosch, David Sander, Gilles Pourtois, Klaus R Scherer	NA	PS-19-4-362
412	Is happiness having what you want, wanting what you have, or both?	JT Larsen, AR McKibban	10.1111/j.1467-9280.2008.02095.x	PS	19	4	371-7		Adult, Attitude, Female, Happiness, Humans, Male, Pilot Projects, Quality of Life [psychology], Questionnaires	2008.PsycScience/4 April/371.full.pdf	PS/PS-19-4-371.pdf	Reproducibility Papers/PS/PS-19-4-371.pdf	Jeff T Larsen, Amie R McKibban	NA	PS-19-4-371
413	R2|Is happiness having what you want, wanting what you have, or both?	JT Larsen, AR McKibban	10.1111/j.1467-9280.2008.02095.x	PS	19	4	371-7		Adult, Attitude, Female, Happiness, Humans, Male, Pilot Projects, Quality of Life [psychology], Questionnaires	2008.PsycScience/4 April/371.full.pdf	PS/PS-19-4-371.pdf	Reproducibility Papers/PS/PS-19-4-371.pdf	Jeff T Larsen, Amie R McKibban	NA	PS-19-4-371
414	Why it pays to get inside the head of your opponent: The differential effects of perspective taking and empathy in negotiations.	AD Galinsky, WW Maddux, D Gilin, JB White	10.1111/j.1467-9280.2008.02096.x	PS	19	4	378-84		Adult, Cognition, Empathy, Female, Humans, Male, Negotiating, Social Perception	2008.PsycScience/4 April/378.full.pdf	PS/PS-19-4-378.pdf	Reproducibility Papers/PS/PS-19-4-378.pdf	Adam D Galinsky, William W Maddux, Debra Gilin, Judith B White	NA	PS-19-4-378
415	The secret life of emotions.	KI Ruys, DA Stapel	10.1111/j.1467-9280.2008.02097.x	PS	19	4	385-91		Affect, Awareness, Cognition, Expressed Emotion, Humans, Unconscious (Psychology)	2008.PsycScience/4 April/385.full.pdf	PS/PS-19-4-385.pdf	Reproducibility Papers/PS/PS-19-4-385.pdf	Kirsten I Ruys, Diederik A Stapel	NA	PS-19-4-385
416	The representation of simple ensemble visual features outside the focus of attention.	GA Alvarez, A Oliva	10.1111/j.1467-9280.2008.02098.x	PS	19	4	392-8		Adolescent, Adult, Attention, Humans, Visual Perception	2008.PsycScience/4 April/392.full.pdf	PS/PS-19-4-392.pdf	Reproducibility Papers/PS/PS-19-4-392.pdf	George A Alvarez, Aude Oliva	NA	PS-19-4-392
